EmployeeID,Name,Department,JobTitle,Years_At_Company,PerformanceScore
EMP01589,"Andrea Ho",Finance,Recruiter,23.2712,69
EMP01246,"Monica Brooks",Sales,"Content Creator",11.2493,69
EMP02169,"Laurie Silva",Sales,"Mechanical Engineer",18.6904,69
EMP00391,"Thomas Atkins","Customer Support","Financial Analyst",12.3096,69
EMP00445,"Mrs. Diane Reyes","Customer Support","Support Agent",5.3616,69
EMP02140,"Charles Roberts",Marketing,"Marketing Manager",14.8356,69
EMP00218,"Mark Brown","Customer Support","Finance Manager",6.3233,69
EMP01926,"Evan Cooper",HR,"Customer Service Manager",11.7479,69
EMP01058,"Brian Hunt","Customer Support","Software Engineer",6.9507,69
EMP01962,"Danielle Wilson",Marketing,"Sales Manager",15.2712,69
EMP02301,"Joseph Chapman",Marketing,"System Administrator",6.8959,69
EMP00982,"Stacey Snyder",Marketing,"Finance Manager",1.1699,69
EMP01104,"Jacob Santos",HR,"Mechanical Engineer",0.5973,69
EMP00320,"Connie Brown",IT,"HR Manager",9.6219,69
EMP00594,"Randy Smith","Customer Support","Data Scientist",6.0055,69
EMP02455,"Shelley York",Sales,"Account Manager",20.1425,69
EMP01813,"Lydia Howard",IT,"Financial Analyst",15.7781,68
EMP01269,"Bernard Smith","Customer Support","System Administrator",25.1671,68
EMP00971,"Nicholas Rush",IT,"Sales Representative",13.1918,68
EMP01993,"Bryan King",Finance,"Financial Analyst",15.5260,68
EMP00070,"William Baker",IT,"Sales Representative",9.4521,68
EMP01790,"Steven Carrillo",IT,"Finance Manager",5.5041,68
EMP01045,"Cassandra Harrell",Finance,"Civil Engineer",22.9041,68
EMP01264,"Nicholas Humphrey",Engineering,"Content Creator",27.2110,68
EMP02211,"John Holt",IT,"Customer Service Manager",18.1507,68
EMP00351,"Ana Hill","Customer Support","Customer Service Manager",6.0548,68
EMP02170,"Kelly Duncan",Sales,"Finance Manager",25.3397,68
EMP01141,"Patricia Ray","Customer Support","Support Agent",10.5890,68
EMP02151,"Walter Hansen",IT,"Software Engineer",20.5644,68
EMP01557,"Judith House",Marketing,Recruiter,15.4603,68
EMP00715,"Jennifer Jones",HR,"Support Agent",9.5151,68
EMP00482,"Howard Norman",Engineering,"HR Manager",13.6329,68
EMP01693,"Tamara Mcdonald",Finance,"Sales Manager",12.1699,68
EMP00739,"Mr. David Wright",HR,"Support Agent",0.3178,68
EMP01391,"Dr. Samuel Holmes DDS",Sales,"Customer Service Manager",14.4575,68
EMP00767,"Raymond Chapman",Marketing,"Financial Analyst",13.8658,68
EMP01627,"Amber Butler",Sales,"HR Manager",6.9507,68
EMP01632,"James Jones",HR,"Software Engineer",4.9370,68
EMP02366,"Michael Lucas",Marketing,"Data Scientist",27.8219,68
EMP02415,"Rachel Gibson","Customer Support","Civil Engineer",24.9315,68
EMP01794,"John Mcfarland",IT,Accountant,23.5178,68
EMP02178,"Tiffany Nguyen",Sales,Recruiter,11.7014,67
EMP02275,"Michael Spencer",IT,"Marketing Manager",19.8466,67
EMP00851,"Shannon Miller",Marketing,"Financial Analyst",5.5589,67
EMP01337,"Charles Frost",IT,"Customer Service Manager",26.7918,67
EMP00791,"Jennifer Taylor",Finance,"System Administrator",9.1863,67
EMP02224,"Amber Smith","Customer Support","Account Manager",11.2685,67
EMP02192,"Jessica Simmons",Marketing,Recruiter,3.6027,67
EMP00543,"Kenneth Edwards",Finance,"Sales Manager",21.3534,67
EMP02163,"Michael Graham",Marketing,"Marketing Specialist",13.6575,67
EMP01359,"Kevin Johnson",Finance,"Customer Service Manager",11.9425,67
EMP01508,"Alison Short",Engineering,"Software Engineer",16.6438,67
EMP00196,"Allen Rosales","Customer Support","Content Creator",25.8192,67
EMP00237,"Andrew Reynolds",Engineering,"Support Agent",3.7452,67
EMP00456,"Marie Moody",HR,Accountant,19.7260,67
EMP00933,"Joel Jackson",Engineering,"HR Manager",29.7315,67
EMP00406,"Madison Weber",HR,"Sales Manager",11.6822,67
EMP01686,"John Lowe",Sales,"Marketing Specialist",9.0548,67
EMP00326,"Patrick Moore",Engineering,"Security Analyst",3.7808,67
EMP00321,"Susan Turner","Customer Support","Sales Manager",19.0027,67
EMP01798,"Benjamin Duncan",HR,"Financial Analyst",21.4466,67
EMP00675,"Zachary Mendoza",IT,"Software Engineer",0.3671,67
EMP02099,"Tracey Suarez","Customer Support","Sales Representative",27.1589,67
EMP01231,"Maria Case",Engineering,"Customer Service Manager",6.6219,66
EMP00835,"Bonnie Santos",Sales,"Sales Representative",22.8384,66
EMP01334,"James Morgan",Finance,"Sales Manager",2.0795,66
EMP01296,"Mr. Daniel Martin",Finance,"Account Manager",29.1644,66
EMP01297,"Alison Williams","Customer Support","IT Support",9.4932,66
EMP00100,"Stephen Mckee",IT,"Financial Analyst",15.9123,66
EMP01313,"John Anderson",HR,"Content Creator",3.5534,66
EMP00181,"Alexander Collins",Finance,"Support Agent",5.7479,66
EMP01432,"Justin Foster",IT,"IT Support",29.6822,66
EMP01412,"Brian Brown","Customer Support","Sales Manager",3.8082,66
EMP01072,"Sarah Pittman","Customer Support","Account Manager",28.2575,66
EMP00995,"Anthony Armstrong",Sales,"IT Support",16.7041,66
EMP00742,"Manuel Brock",Marketing,"Sales Representative",26.6356,66
EMP01480,"Ashley Mills",IT,"Support Agent",12.5562,66
EMP00754,"Jennifer Porter",Sales,"HR Coordinator",0.4575,66
EMP00765,"Jorge Stone",Sales,"Finance Manager",7.6110,66
EMP01087,"Mark Smith","Customer Support","Sales Representative",16.5397,66
EMP02079,"Brian Lee",Finance,"Security Analyst",22.3534,66
EMP01643,"Michelle Krause","Customer Support","Financial Analyst",9.0164,66
EMP00240,"Yvonne Chambers",HR,"Software Engineer",23.1753,66
EMP01173,"Mr. Thomas Thompson",IT,"HR Coordinator",4.3890,65
EMP01500,"Ethan Frey","Customer Support","IT Support",13.5945,65
EMP00786,"Laurie Bailey",HR,"Finance Manager",22.0932,65
EMP00789,"Cesar Wilson",HR,Recruiter,16.4192,65
EMP01157,"Christine Powers","Customer Support","Data Scientist",2.2110,65
EMP01096,"James Chapman","Customer Support","Marketing Manager",3.6301,65
EMP02225,"Michelle Petty",IT,"Marketing Specialist",15.7096,65
EMP02009,"Michele Hawkins",Finance,"Network Engineer",16.9699,65
EMP01319,"Melissa Davis",Engineering,"Marketing Specialist",20.7288,65
EMP00885,"Holly Scott",IT,"Sales Representative",0.8959,65
EMP01546,"Deanna Webb",IT,"Software Engineer",29.8110,65
EMP00449,"Ryan Rosales",HR,"Support Agent",5.4740,65
EMP01942,"Larry Harding",HR,"Civil Engineer",9.4685,65
EMP00899,"Kevin Snyder",IT,"Customer Service Manager",23.6384,65
EMP00998,"Christina Johnson",IT,"HR Coordinator",7.6000,65
EMP01960,"Kaitlyn Valdez",Sales,"Sales Manager",5.1973,65
EMP00960,"Mitchell Sellers",Marketing,"Data Scientist",12.9397,65
EMP01966,"Barbara Hunt",HR,"Financial Analyst",26.8548,65
EMP00779,"Allen Mendez",Finance,"Support Agent",0.3068,65
EMP01658,"Michael Marsh",Finance,"Financial Analyst",15.4329,65
EMP02324,"Sharon Mann",Engineering,"Sales Representative",28.1397,65
EMP01894,"Manuel Diaz",Sales,"Civil Engineer",22.8959,65
EMP01631,"Anna Evans","Customer Support","Support Agent",9.7151,65
EMP01511,"Henry Taylor",HR,"Content Creator",8.1534,65
EMP02075,"Elizabeth Graham",Marketing,"Content Creator",25.0274,65
EMP00269,"Cynthia Rowe","Customer Support","Account Manager",2.2740,65
EMP02448,"Yolanda Keith","Customer Support","HR Manager",12.2274,65
EMP00870,"Jorge Harris",Sales,"Mechanical Engineer",3.9534,64
EMP00559,"Larry Robertson",Finance,"System Administrator",4.9973,64
EMP00678,"Joseph Howard",Finance,"Marketing Specialist",8.7014,64
EMP01192,"Ryan Vaughn",Sales,"Mechanical Engineer",23.0247,64
EMP00144,"Christopher Rubio",Engineering,"Financial Analyst",24.4329,64
EMP02186,"Martha Martinez",Marketing,Accountant,27.1973,64
EMP02005,"Jessica Rosario",Engineering,"Data Scientist",29.6438,64
EMP02167,"Sean White",Finance,"Sales Manager",3.0274,64
EMP01575,"Bailey Stewart",IT,"Marketing Manager",5.8986,64
EMP01065,"Rebekah Greene",Sales,"Financial Analyst",1.3890,64
EMP01931,"Kara Roberts",Sales,"Support Agent",10.1863,64
EMP01751,"Nicole Acosta",HR,"Customer Service Manager",17.7397,64
EMP01732,"Katelyn Kim",Finance,"Mechanical Engineer",23.7507,64
EMP00493,"William Gould","Customer Support","Sales Manager",24.8438,64
EMP01466,"Dr. Nicole Trujillo",Marketing,"Marketing Manager",9.3041,64
EMP01542,"Tammy Melton",Sales,"Financial Analyst",24.8110,64
EMP01883,"Eric Warner",Engineering,"Content Creator",8.2685,64
EMP01106,"Amber Vang",Marketing,"Support Agent",7.9041,64
EMP00619,"Emily Wilson",Sales,"Software Engineer",27.0192,64
EMP02349,"Jason Miller",Finance,"System Administrator",15.6000,64
EMP02375,"Timothy Wallace",Marketing,"Support Agent",8.3096,64
EMP02412,"Kyle Keller","Customer Support","HR Coordinator",12.9479,64
EMP02413,"James Pope",Finance,"Finance Manager",2.5507,64
EMP01639,"Lee Stewart",Engineering,Recruiter,27.2329,64
EMP02483,"Paige Hernandez",Engineering,"Support Agent",2.8959,64
EMP00011,"Monica Herrera",IT,"Support Agent",23.6877,63
EMP01891,"Angela Gilmore",Sales,Recruiter,8.1726,63
EMP02280,"Melissa Barron",HR,"Security Analyst",14.9288,63
EMP01275,"John Dixon","Customer Support","Customer Service Manager",20.8740,63
EMP01633,"Joshua Carter","Customer Support","HR Manager",29.7726,63
EMP00852,"Paul Lawrence",Marketing,"Sales Representative",21.2740,63
EMP00856,"Melissa Abbott",Marketing,"Network Engineer",25.8548,63
EMP00350,"Theodore Jones Jr.",Marketing,"Software Engineer",10.0438,63
EMP00133,"Mary Marshall",Sales,"Support Agent",25.9178,63
EMP01352,"Timothy Andrews",IT,"Customer Service Manager",16.7808,63
EMP00154,"Devon Flores",HR,"Marketing Manager",7.0411,63
EMP01548,"Kevin Alvarado",IT,"Support Agent",3.8466,63
EMP00194,"Angelica Keith",HR,Recruiter,24.0110,63
EMP01445,"Mrs. Raven Rivera DVM",IT,"Network Engineer",25.8000,63
EMP00660,"Lori Simmons",Marketing,"Account Manager",12.9315,63
EMP01116,"Michael Phillips",Finance,"Software Engineer",27.2329,63
EMP00714,"Laurie Goodwin",Finance,"Network Engineer",17.2548,63
EMP01697,"Michael Ortega",Sales,"Civil Engineer",22.1644,63
EMP00935,"Michael Thompson",Sales,"HR Manager",1.0247,63
EMP01663,"Michele Edwards",Sales,"Support Agent",2.4685,63
EMP01568,"Wesley Browning",Finance,"Finance Manager",25.2822,63
EMP01629,"Linda Cobb",Sales,"Financial Analyst",18.3973,63
EMP00301,"Tanner Mitchell DDS",HR,"System Administrator",8.8027,63
EMP02073,"Lori Boyd",IT,Recruiter,15.5014,63
EMP02472,"Heather Miller",Sales,"Finance Manager",8.6712,63
EMP01903,"Kim Carter",Marketing,"IT Support",18.9945,62
EMP00054,"Mark Perez",Finance,"Sales Representative",10.4658,62
EMP00544,"Kathleen Robertson",Sales,"Content Creator",3.7836,62
EMP01128,"Jeffrey Howell",Sales,"Software Engineer",20.7260,62
EMP01142,"Vanessa Santiago",Engineering,"Network Engineer",25.7808,62
EMP01429,"Theresa Woods","Customer Support","Customer Service Manager",13.2658,62
EMP01068,"James Johnson",IT,Recruiter,26.7753,62
EMP01365,"Karen Gomez",HR,Recruiter,9.8795,62
EMP00666,"Tracy Grant",Engineering,Recruiter,23.7233,62
EMP01446,"Amy Rowe",Marketing,"Finance Manager",16.2384,62
EMP01461,"Jacqueline Davis",HR,"Software Engineer",7.5342,62
EMP01578,"Timothy Shannon",Finance,Accountant,23.5918,62
EMP00657,"Eric Thomas",Finance,"HR Manager",23.3041,62
EMP01427,"Robert Charles",Sales,"Sales Manager",20.3123,62
EMP01473,"Edward Baker",HR,"HR Coordinator",12.2192,62
EMP01711,"Casey Blanchard",IT,"Account Manager",20.4932,62
EMP00635,"Amber Cooper","Customer Support","Sales Representative",29.8274,62
EMP00465,"Jose Allen",Sales,"Software Engineer",13.6630,62
EMP00731,"Jerry Peters","Customer Support","Data Scientist",21.8877,62
EMP00497,"Austin Osborne",Sales,"Marketing Specialist",21.2849,62
EMP00407,"Lori Hernandez",Sales,"Network Engineer",28.2027,62
EMP01565,"Mary Miller",Marketing,"Support Agent",1.4658,62
EMP02320,"Sean Nguyen",Finance,"Mechanical Engineer",4.7425,62
EMP00311,"Dr. Paul Morgan",IT,"Support Agent",26.5781,62
EMP00593,"Jason Love",Engineering,"Financial Analyst",16.5041,62
EMP02414,"Lisa Morgan",Sales,"Sales Manager",3.6548,62
EMP00967,"Marie Thompson",HR,"Support Agent",13.7616,61
EMP01493,"Chelsey Fox",Sales,Accountant,11.6904,61
EMP01070,"Courtney Nichols","Customer Support","Software Engineer",13.9096,61
EMP01191,"Candace Mitchell","Customer Support","Data Scientist",10.4658,61
EMP02018,"Ashley Schaefer",Sales,"IT Support",25.5452,61
EMP01266,"Casey Obrien",HR,"Account Manager",7.0110,61
EMP01265,"Ian Torres",Marketing,"Marketing Manager",21.3918,61
EMP02025,"John Ramirez",Marketing,"Sales Manager",9.6274,61
EMP01169,"Timothy Monroe",HR,"Network Engineer",2.1644,61
EMP00330,"Ariana Jennings",Sales,"Marketing Specialist",24.0767,61
EMP02282,"Andrew Cook","Customer Support","Network Engineer",8.0904,61
